course_id,course_code,course_title,course_grade,course_credits,course_points,course_gpa,comments,CGPA
,,,CMPS3252,ALGORITHMS,B+,3.00,10.50,3.50
,,,CMPS4191,ADVANCED WEB TECHNOLOGIES,A,3.00,12.00,4.00
,,,CMPS4992,PROFESSIONAL PRACTICE,A,12.00,48.00,4.00
,,,CMPS3151,TELECOMMUNICATION,A-,3.00,11.25,3.75
,,,CMPS3171,NETWORK DESIGN,B+,3.00,10.50,3.50
,,,ENGL1035,THE COMPOSING PROCESS,A,3.00,12.00,4.00
,,,CMPS3111,PROGRAMMING LANGUAGES,B+,3.00,10.50,3.50
,,,MATH3251,CALCULUS III,A-,3.00,11.25,3.75
,,,CMPS4131,SOFTWARE ENGINEERING,B+,3.00,10.50,3.50
,,,MATH3151,LINEAR ALGEBRA,A-,3.00,11.25,3.75
,,,ENGL3155,TECHNICAL WRITING,A-,3.00,11.25,3.75
,,,CMPS4991,SENIOR SEMINAR IN INFORMATION TECHNOLOGY,A,3.00,12.00,4.00
,,,MATH1151,ALGEBRA,F,3.00,0.00,0.00
,,,SOCL1014,INTRODUCTION TO SOCIOLOGY,,3.00,,
,,,ENGL2105,COMMUNICATION SKILLS,A-,3.00,11.25,3.75
,,,SPAN1025,LEVEL 2 LOWER-INTERMEDIATE SPANISH,A-,3.00,11.25,3.75
,,,CRTH1014,CRITICAL THINKING,A-,3.00,11.25,3.75
,,,MATH1151,ALGEBRA,A-,3.00,11.25,3.75
,,,CMPS3131,ADVANCED GUI PROGRAMMING,F,3.00,0.00,0.00
,,,CMPS3151,TELECOMMUNICATION,D,3.00,3.00,1.00
,,,CMPS3252,ALGORITHMS,WF,3.00,0.00,0.00
,,,CMPS3012,MANAGEMENT INFORMATION SYSTEM,C,3.00,6.00,2.00
,,,CMPS1131,PROGRAMMING I,A-,3.00,11.25,3.75
,,,CMPS3162,ADVANCED DATABASES,,3.00,,
,,,CMPS1134,FUNDAMENTALS OF COMPUTING,C+,3.00,7.50,2.50
,,,MATH1151,ALGEBRA,F,3.00,0.00,0.00
,,,CMPS3012,MANAGEMENT INFORMATION SYSTEM,D+,3.00,4.50,1.50
,,,ENGL3155,TECHNICAL WRITING,C+,3.00,7.50,2.50
,,,MATH1151,ALGEBRA,F,3.00,0.00,0.00
,,,MATH0014,DEVELOPMENTAL MATH,P,0.00,0.00,0.00
,,,MATH2201,CALCULUS II,W,3.00,0.00,0.00
,,,CMPS3111,PROGRAMMING LANGUAGES,F,3.00,0.00,0.00
,,,CMPS4251,COMPUTER AND NETWORK SECURITY,F,3.00,0.00,0.00
,,,MATH1151,ALGEBRA,F,3.00,0.00,0.00
,,,MATH1302,CALCULUS I,W,3.00,0.00,0.00
,,,CMPS1232,PRINCIPLES OF PROGRAMMING II,,3.00,,
,,,ENGL1035,THE COMPOSING PROCESS,,3.00,,
,,,SPAN2015,LEVEL 3 INTERMEDIATE SPANISH,,3.00,,
,,,CMPS2131,DATA STRUCTURES,C+,3.00,7.50,2.50
,,,CMPS3111,PROGRAMMING LANGUAGES,B+,3.00,10.50,3.50
,,,CMPS3252,ALGORITHMS,B,3.00,9.00,3.00
,,,HIST1014,INTRODUCTION TO BELIZEAN HISTORY,C+,3.00,7.50,2.50
,,,CMPS3151,TELECOMMUNICATION,B,3.00,9.00,3.00
,,,CMPS4992,PROFESSIONAL PRACTICE,A,12.00,48.00,4.00
,,,PLAS0014,SPANISH PLACEMENT EXAM,A,0.00,0.00,0.00
,,,ENGL2105,COMMUNICATION SKILLS,A,3.00,12.00,4.00
,,,CMPS4991,SENIOR SEMINAR IN INFORMATION TECHNOLOGY,B+,3.00,10.50,3.50
,,,MATH2201,CALCULUS II,B,3.00,9.00,3.00
,,,MATH3151,LINEAR ALGEBRA,B+,3.00,10.50,3.50
,,,CMPS1211,HARDWARE FUNDAMENTALS,A,3.00,12.00,4.00
,,,CMPS4111,DATABASE MANAGEMENT SYSTEMS II,A-,3.00,11.25,3.75
,,,CMPS2212,GUI PROGRAMMING,B+,3.00,10.50,3.50
,,,CMPS3131,ADVANCED GUI PROGRAMMING,B+,3.00,10.50,3.50
,,,MATH1201,TRIGONOMETRY,A-,3.00,11.25,3.75
,,,PSYC1014,INTRODUCTION TO PSYCHOLOGY,C+,3.00,7.50,2.50
,,,MATH1151,ALGEBRA,B,3.00,9.00,3.00
,,,CMPS1134,FUNDAMENTALS OF COMPUTING,B+,3.00,10.50,3.50
,,,MATH1302,CALCULUS I,B+,3.00,10.50,3.50
,,,CMPS2151,WEB DEVELOPMENT,B,3.00,9.00,3.00
,,,MATH3251,CALCULUS III,B+,3.00,10.50,3.50
,,,PHYS1015,GENERAL PHYSICS I,B,3.00,9.00,3.00
,,,CMPS4231,DIGITAL LOGIC & SIGNAL PROCESSING,A,3.00,12.00,4.00
,,,CMPS4251,COMPUTER AND NETWORK SECURITY,C+,3.00,7.50,2.50
,,,ENGL3155,TECHNICAL WRITING,A,3.00,12.00,4.00
,,,ENGL3155,TECHNICAL WRITING,A-,3.00,11.25,3.75
,,,CMPS3232,SYSTEMS ADMINISTRATION,B+,3.00,10.50,3.50
,,,ENGL2105,COMMUNICATION SKILLS,C+,3.00,7.50,2.50
,,,CMPS2151,WEB DEVELOPMENT,D+,3.00,4.50,1.50
,,,CMPS4252,DIGITAL LOGIC AND DESIGN,B+,3.00,10.50,3.50
,,,CMPS3162,ADVANCED DATABASES,B+,3.00,10.50,3.50
,,,MATH1201,TRIGONOMETRY,A-,3.00,11.25,3.75
,,,PHYS1015,GENERAL PHYSICS I,A-,3.00,11.25,3.75
,,,CMPS3151,TELECOMMUNICATION,B+,3.00,10.50,3.50
,,,CMPS3252,ALGORITHMS,C,3.00,6.00,2.00
,,,MATH3251,CALCULUS III,C,3.00,6.00,2.00
,,,CMPS2131,DATA STRUCTURES,D+,3.00,4.50,1.50
,,,CMPS3111,PROGRAMMING LANGUAGES,B+,3.00,10.50,3.50
,,,CMPS2131,DATA STRUCTURES,B,3.00,9.00,3.00
,,,HIST1014,INTRODUCTION TO BELIZEAN HISTORY,A-,3.00,11.25,3.75
,,,CMPS2212,GUI PROGRAMMING,C+,3.00,7.50,2.50
,,,CMPS1134,FUNDAMENTALS OF COMPUTING,A-,3.00,11.25,3.75
,,,CMPS1212,BASIC PC REPAIR,A-,3.00,11.25,3.75
,,,CMPS3012,MANAGEMENT INFORMATION SYSTEM,A,3.00,12.00,4.00
,,,MATH1151,ALGEBRA,A,3.00,12.00,4.00
,,,MATH2201,CALCULUS II,C+,3.00,7.50,2.50
,,,PLAS0014,SPANISH PLACEMENT EXAM,,0.00,,
,,,CMPS4131,SOFTWARE ENGINEERING,D+,3.00,4.50,1.50
,,,CMPS3252,ALGORITHMS,B+,3.00,10.50,3.50
,,,CMPS3272,SYSTEMS ENGINEERING,D,3.00,3.00,1.00
,,,MATH3151,LINEAR ALGEBRA,F,3.00,0.00,0.00
,,,MATH2201,CALCULUS II,F,3.00,0.00,0.00
,,,MATH3151,LINEAR ALGEBRA,B+,3.00,10.50,3.50
,,,CMPS3232,SYSTEMS ADMINISTRATION,A,3.00,12.00,4.00
,,,CMPS4111,DATABASE MANAGEMENT SYSTEMS II,B,3.00,9.00,3.00
,,,ENGL3155,TECHNICAL WRITING,C+,3.00,7.50,2.50
,,,CMPS3151,TELECOMMUNICATION,B+,3.00,10.50,3.50
,,,CMPS4252,DIGITAL LOGIC AND DESIGN,A-,3.00,11.25,3.75
,,,CMPS1134,FUNDAMENTALS OF COMPUTING,A-,3.00,11.25,3.75
,,,CMPS3171,NETWORK DESIGN,B,3.00,9.00,3.00
,,,CMPS3111,PROGRAMMING LANGUAGES,F,3.00,0.00,0.00
,,,CMPS3111,PROGRAMMING LANGUAGES,B,3.00,9.00,3.00
,,,CMPS4181,MOBILE APPLICATION DEVELOPMENT,A-,3.00,11.25,3.75
,,,CMPS3012,MANAGEMENT INFORMATION SYSTEM,B+,3.00,10.50,3.50
,,,CMPS3111,PROGRAMMING LANGUAGES,B,3.00,9.00,3.00
,,,CMPS3141,HUMAN COMPUTER INTERFACE,D+,3.00,4.50,1.50
,,,CMPS4251,COMPUTER AND NETWORK SECURITY,C+,3.00,7.50,2.50
,,,PHIL1014,ETHICS,B,3.00,9.00,3.00
,,,MATH2201,CALCULUS II,D+,3.00,4.50,1.50
,,,CMPS4232,SYSTEMS ADMINISTRATION,A,3.00,12.00,4.00
,,,CMPS4991,SENIOR SEMINAR IN INFORMATION TECHNOLOGY,A-,3.00,11.25,3.75
,,,MATH3151,LINEAR ALGEBRA,A-,3.00,11.25,3.75
,,,PHIL1014,ETHICS,WF,3.00,0.00,0.00
,,,CMPS3162,ADVANCED DATABASES,B+,3.00,10.50,3.50
,,,CMPS3252,ALGORITHMS,C+,3.00,7.50,2.50
,,,CMPS4131,SOFTWARE ENGINEERING,B,3.00,9.00,3.00
,,,ENGL3155,TECHNICAL WRITING,A-,3.00,11.25,3.75
,,,ENGL1035,THE COMPOSING PROCESS,B,3.00,9.00,3.00
,,,CMPS3141,HUMAN COMPUTER INTERFACE,A-,3.00,11.25,3.75
,,,CMPS3171,NETWORK DESIGN,B,3.00,9.00,3.00
,,,SPAN2015,LEVEL 3 INTERMEDIATE SPANISH,A-,3.00,11.25,3.75
,,,CMPS4175,ROUTING AND SWITCHING,B+,3.00,10.50,3.50
,,,CMPS4992,PROFESSIONAL PRACTICE,A-,12.00,45.00,3.75
,,,CMPS3151,TELECOMMUNICATION,A-,3.00,11.25,3.75
,,,RSCH2014,RESEARCH METHODS,C+,3.00,7.50,2.50
,,,MATH2201,CALCULUS II,B,3.00,9.00,3.00
,,,CMPS4191,ADVANCED WEB TECHNOLOGIES,A-,3.00,11.25,3.75
,,,PHYS1015L,GENERAL PHYSICS I LAB,B+,1.00,3.50,3.50
,,,MATH3251,CALCULUS III,A-,3.00,11.25,3.75
,,,CMPS3141,HUMAN COMPUTER INTERFACE,B,3.00,9.00,3.00
,,,CMPS3162,ADVANCED DATABASES,A-,3.00,11.25,3.75
,,,CMPS4251,COMPUTER AND NETWORK SECURITY,A-,3.00,11.25,3.75
,,,MATH3151,LINEAR ALGEBRA,B+,3.00,10.50,3.50
,,,CMPS4131,SOFTWARE ENGINEERING,B+,3.00,10.50,3.50
,,,RSCH2014,RESEARCH METHODS,B+,3.00,10.50,3.50
,,,CMPS4191,ADVANCED WEB TECHNOLOGIES,A,3.00,12.00,4.00
,,,CMPS3151,TELECOMMUNICATION,A-,3.00,11.25,3.75
,,,CMPS4991,SENIOR SEMINAR IN INFORMATION TECHNOLOGY,A-,3.00,11.25,3.75
,,,PHIL1014,ETHICS,B+,3.00,10.50,3.50
,,,PHYS1015L,GENERAL PHYSICS I LAB,A,1.00,4.00,4.00
,,,ENGL1035,THE COMPOSING PROCESS,A,3.00,12.00,4.00
,,,CMPS3111,PROGRAMMING LANGUAGES,B+,3.00,10.50,3.50
,,,CMPS3171,NETWORK DESIGN,B+,3.00,10.50,3.50
,,,CMPS3252,ALGORITHMS,B,3.00,9.00,3.00
,,,CMPS4232,SYSTEMS ADMINISTRATION,A,3.00,12.00,4.00
,,,MATH3251,CALCULUS III,B,3.00,9.00,3.00
,,,ENGL3155,TECHNICAL WRITING,B+,3.00,10.50,3.50
,,,SPAN2015,LEVEL 3 INTERMEDIATE SPANISH,A-,3.00,11.25,3.75
,,,CMPS4175,ROUTING AND SWITCHING,A,3.00,12.00,4.00
,,,CMPS4992,PROFESSIONAL PRACTICE,A-,12.00,45.00,3.75
,,,CMPS3141,HUMAN COMPUTER INTERFACE,B,3.00,9.00,3.00
,,,MATH3151,LINEAR ALGEBRA,C+,3.00,7.50,2.50
,,,CMPS4191,ADVANCED WEB TECHNOLOGIES,B+,3.00,10.50,3.50
,,,CMPS4992,PROFESSIONAL PRACTICE,A-,12.00,45.00,3.75
,,,CMPS3151,TELECOMMUNICATION,B+,3.00,10.50,3.50
,,,CMPS3162,ADVANCED DATABASES,A-,3.00,11.25,3.75
,,,RSCH2014,RESEARCH METHODS,B+,3.00,10.50,3.50
,,,SPAN2015,LEVEL 3 INTERMEDIATE SPANISH,A-,3.00,11.25,3.75
,,,CMPS4131,SOFTWARE ENGINEERING,B,3.00,9.00,3.00
,,,ENGL3155,TECHNICAL WRITING,A,3.00,12.00,4.00
,,,CMPS4175,ROUTING AND SWITCHING,B+,3.00,10.50,3.50
,,,PHYS1015L,GENERAL PHYSICS I LAB,B,1.00,3.00,3.00
,,,ENGL1035,THE COMPOSING PROCESS,B+,3.00,10.50,3.50
,,,MATH3251,CALCULUS III,C+,3.00,7.50,2.50
,,,CMPS4251,COMPUTER AND NETWORK SECURITY,B+,3.00,10.50,3.50
,,,CMPS3111,PROGRAMMING LANGUAGES,B,3.00,9.00,3.00
,,,CMPS3171,NETWORK DESIGN,B,3.00,9.00,3.00
,,,CMPS3252,ALGORITHMS,B,3.00,9.00,3.00
,,,CMPS4232,SYSTEMS ADMINISTRATION,A-,3.00,11.25,3.75
,,,CMPS4991,SENIOR SEMINAR IN INFORMATION TECHNOLOGY,B+,3.00,10.50,3.50
,,,PHIL1014,ETHICS,B+,3.00,10.50,3.50
,,,CMPS3272,SYSTEMS ENGINEERING,F,3.00,0.00,0.00
,,,CMPS4991,SENIOR SEMINAR IN INFORMATION TECHNOLOGY,B,3.00,9.00,3.00
,,,MATH3151,LINEAR ALGEBRA,C,3.00,6.00,2.00
,,,MATH3251,CALCULUS III,C,3.00,6.00,2.00
,,,CMPS2151,WEB DEVELOPMENT,C+,3.00,7.50,2.50
,,,CMPS4131,SOFTWARE ENGINEERING,C+,3.00,7.50,2.50
,,,CMPS4992,PROFESSIONAL PRACTICE,B+,12.00,42.00,3.50
,,,CMPS4231,DIGITAL LOGIC & SIGNAL PROCESSING,A-,3.00,11.25,3.75
,,,CMPS3111,PROGRAMMING LANGUAGES,B,3.00,9.00,3.00
,,,CMPS1134,FUNDAMENTALS OF COMPUTING,A,3.00,12.00,4.00
,,,CMPS3252,ALGORITHMS,C,3.00,6.00,2.00
,,,CMPS4251,COMPUTER AND NETWORK SECURITY,B,3.00,9.00,3.00
,,,CMPS3141,HUMAN COMPUTER INTERFACE,B+,3.00,10.50,3.50
,,,CMPS3151,TELECOMMUNICATION,A-,3.00,11.25,3.75
,,,CMPS4151,NETWORK ENGINEERING,B,3.00,9.00,3.00
,,,CMPS2212,GUI PROGRAMMING,C+,3.00,7.50,2.50
,,,CMPS3012,MANAGEMENT INFORMATION SYSTEM,C+,3.00,7.50,2.50
,,,ENGL3155,TECHNICAL WRITING,B,3.00,9.00,3.00
,,,CMPS3232,SYSTEMS ADMINISTRATION,A,3.00,12.00,4.00
,,,ENGL2105,COMMUNICATION SKILLS,B+,3.00,10.50,3.50
,,,CMPS1131,PROGRAMMING I,C,3.00,6.00,2.00
,,,CMPS4175,ROUTING AND SWITCHING,B+,3.00,9.00,3.00
,,,CMPS3252,ALGORITHMS,C,3.00,6.00,2.00
,,,RSCH2014,RESEARCH METHODS,B+,3.00,10.50,3.50
,,,CMPS3141,HUMAN COMPUTER INTERFACE,F,3.00,0.00,0.00
,,,CMPS3162,ADVANCED DATABASES,C+,3.00,7.50,2.50
,,,CMPS4131,SOFTWARE ENGINEERING,C,3.00,6.00,2.00
,,,ENGL3155,TECHNICAL WRITING,B+,3.00,10.50,3.50
,,,PHIL1014,ETHICS,A-,3.00,11.25,3.75
,,,CMPS4992,PROFESSIONAL PRACTICE,A,12.00,48.00,4.00
,,,MATH3251,CALCULUS III,C,3.00,6.00,2.00
,,,CMPS4191,ADVANCED WEB TECHNOLOGIES,B+,3.00,10.50,3.50
,,,CMPS4232,SYSTEMS ADMINISTRATION,A,3.00,12.00,4.00
,,,CMPS3171,NETWORK DESIGN,C+,3.00,7.50,2.50
,,,MATH3151,LINEAR ALGEBRA,C+,3.00,7.50,2.50
,,,CMPS3141,HUMAN COMPUTER INTERFACE,B+,3.00,10.50,3.50
,,,CMPS4175,ROUTING AND SWITCHING,B,3.00,9.00,3.00
,,,CMPS3111,PROGRAMMING LANGUAGES,B,3.00,9.00,3.00
,,,CMPS3151,TELECOMMUNICATION,C,3.00,6.00,2.00
,,,ENGL1035,THE COMPOSING PROCESS,B,3.00,9.00,3.00
,,,CMPS4251,COMPUTER AND NETWORK SECURITY,C,3.00,6.00,2.00
,,,CMPS4991,SENIOR SEMINAR IN INFORMATION TECHNOLOGY,B+,3.00,10.50,3.50
,,,CMPS2151,WEB DEVELOPMENT,B,3.00,9.00,3.00
,,,ENGL3155,TECHNICAL WRITING,A-,3.00,11.25,3.75
,,,CMPS4191,ADVANCED WEB TECHNOLOGIES,A-,3.00,11.25,3.75
,,,CMPS4252,DIGITAL LOGIC AND DESIGN,A,3.00,12.00,4.00
,,,MATH3251,CALCULUS III,F,3.00,0.00,0.00
,,,CMPS4131,SOFTWARE ENGINEERING,C+,3.00,7.50,2.50
,,,PHIL1014,ETHICS,D,3.00,3.00,1.00
,,,MATH3251,CALCULUS III,B,3.00,9.00,3.00
,,,ENGL1035,THE COMPOSING PROCESS,A,3.00,12.00,4.00
,,,CMPS4991,SENIOR SEMINAR IN INFORMATION TECHNOLOGY,B,3.00,9.00,3.00
,,,CMPS3252,ALGORITHMS,B+,3.00,10.50,3.50
,,,RSCH2014,RESEARCH METHODS,B,3.00,9.00,3.00
,,,CMPS4232,SYSTEMS ADMINISTRATION,A,3.00,12.00,4.00
,,,CMPS3141,HUMAN COMPUTER INTERFACE,B,3.00,9.00,3.00
,,,CMPS3151,TELECOMMUNICATION,B+,3.00,10.50,3.50
,,,PHIL1014,ETHICS,D+,3.00,4.50,1.50
,,,CMPS4992,PROFESSIONAL PRACTICE,B,12.00,36.00,3.00
,,,PHIL1014,ETHICS,A,3.00,12.00,4.00
,,,CMPS3111,PROGRAMMING LANGUAGES,B,3.00,9.00,3.00
,,,CMPS3171,NETWORK DESIGN,B,3.00,9.00,3.00
,,,MATH3151,LINEAR ALGEBRA,C,3.00,6.00,2.00
,,,CMPS3162,ADVANCED DATABASES,A-,3.00,11.25,3.75
,,,CMPS4251,COMPUTER AND NETWORK SECURITY,B,3.00,9.00,3.00
,,,CMPS3171,NETWORK DESIGN,B,3.00,9.00,3.00
,,,CMPS4991,SENIOR SEMINAR IN INFORMATION TECHNOLOGY,A-,3.00,11.25,3.75
,,,CMPS4175,ROUTING AND SWITCHING,A-,3.00,11.25,3.75
,,,CMPS4251,COMPUTER AND NETWORK SECURITY,B,3.00,9.00,3.00
,,,CMPS4232,SYSTEMS ADMINISTRATION,A,3.00,12.00,4.00
,,,ENGL1035,THE COMPOSING PROCESS,B+,3.00,10.50,3.50
,,,CMPS3151,TELECOMMUNICATION,B+,3.00,10.50,3.50
,,,MATH3251,CALCULUS III,B,3.00,9.00,3.00
,,,CMPS3162,ADVANCED DATABASES,A-,3.00,11.25,3.75
,,,ENGL3155,TECHNICAL WRITING,B,3.00,9.00,3.00
,,,CMPS3111,PROGRAMMING LANGUAGES,B,3.00,9.00,3.00
,,,MATH3151,LINEAR ALGEBRA,B+,3.00,10.50,3.50
,,,CMPS3252,ALGORITHMS,B,3.00,9.00,3.00
,,,PHIL1014,ETHICS,C+,3.00,7.50,2.50
,,,RSCH2014,RESEARCH METHODS,A-,3.00,11.25,3.75
,,,CMPS4191,ADVANCED WEB TECHNOLOGIES,A-,3.00,11.25,3.75
,,,CMPS3141,HUMAN COMPUTER INTERFACE,B,3.00,9.00,3.00
,,,CMPS4131,SOFTWARE ENGINEERING,C+,3.00,7.50,2.50
,,,CMPS4992,PROFESSIONAL PRACTICE,A-,12.00,45.00,3.75
,,,MATH2201,CALCULUS II,B,3.00,9.00,3.00
,,,CMPS3252,ALGORITHMS,D,3.00,3.00,1.00
,,,CMPS3141,HUMAN COMPUTER INTERFACE,F,3.00,0.00,0.00
,,,MATH3151,LINEAR ALGEBRA,C,3.00,6.00,2.00
,,,RSCH2014,RESEARCH METHODS,B+,3.00,10.50,3.50
,,,CMPS3141,HUMAN COMPUTER INTERFACE,B,3.00,9.00,3.00
,,,CMPS3151,TELECOMMUNICATION,C+,3.00,7.50,2.50
,,,CMPS4191,ADVANCED WEB TECHNOLOGIES,B,3.00,9.00,3.00
,,,CMPS3252,ALGORITHMS,C,3.00,6.00,2.00
,,,CMPS4131,SOFTWARE ENGINEERING,D,3.00,3.00,1.00
,,,ENGL1035,THE COMPOSING PROCESS,B+,3.00,10.50,3.50
,,,CMPS3111,PROGRAMMING LANGUAGES,C,3.00,6.00,2.00
,,,MATH3251,CALCULUS III,D,3.00,3.00,1.00
,,,CMPS4251,COMPUTER AND NETWORK SECURITY,C+,3.00,7.50,2.50
,,,CMPS4252,DIGITAL LOGIC AND DESIGN,B+,3.00,10.50,3.50
,,,CMPS3151,TELECOMMUNICATION,C,3.00,6.00,2.00
,,,CMPS3171,NETWORK DESIGN,C+,3.00,7.50,2.50
,,,CMPS3162,ADVANCED DATABASES,C,3.00,6.00,2.00
,,,MATH3251,CALCULUS III,C,3.00,6.00,2.00
,,,CMPS4131,SOFTWARE ENGINEERING,F,3.00,0.00,0.00
,,,PHIL1014,ETHICS,C,3.00,6.00,2.00
,,,CMPS4991,SENIOR SEMINAR IN INFORMATION TECHNOLOGY,B+,3.00,10.50,3.50
,,,CMPS4131,SOFTWARE ENGINEERING,B,3.00,9.00,3.00
,,,CMPS4992,PROFESSIONAL PRACTICE,A,12.00,48.00,4.00
,,,ENGL3155,TECHNICAL WRITING,B+,3.00,10.50,3.50
,,,ENGL1035,THE COMPOSING PROCESS,C,3.00,6.00,2.00
,,,PHIL1014,ETHICS,F,3.00,0.00,0.00
,,,CMPS4232,SYSTEMS ADMINISTRATION,A-,3.00,11.25,3.75
,,,CMPS3141,HUMAN COMPUTER INTERFACE,B,3.00,9.00,3.00
,,,MATH3151,LINEAR ALGEBRA,B,3.00,9.00,3.00
,,,MATH3251,CALCULUS III,B+,3.00,10.50,3.50
,,,SPAN2015,LEVEL 3 INTERMEDIATE SPANISH,A-,3.00,11.25,3.75
,,,RSCH2014,RESEARCH METHODS,C+,3.00,7.50,2.50
,,,CMPS1192,NETWORKING FUNDAMENTALS,C,3.00,6.00,2.00
,,,CMPS3162,ADVANCED DATABASES,A-,3.00,11.25,3.75
,,,CMPS3151,TELECOMMUNICATION,B,3.00,9.00,3.00
,,,CMPS3171,NETWORK DESIGN,B,3.00,9.00,3.00
,,,CMPS3252,ALGORITHMS,B,3.00,9.00,3.00
,,,CMPS4081,PRACTICAL ELECTRONICS,A,3.00,12.00,4.00
,,,CMPS4191,ADVANCED WEB TECHNOLOGIES,A,3.00,12.00,4.00
,,,CMPS4991,SENIOR SEMINAR IN INFORMATION TECHNOLOGY,B+,3.00,10.50,3.50
,,,CMPS2111,SYSTEMS ANALYSIS,C+,3.00,7.50,2.50
,,,CMPS2242,SYSTEMS PROGRAMMING & COMPUTER ORGANIZATION,B,3.00,9.00,3.00
,,,CMPS3111,PROGRAMMING LANGUAGES,B+,3.00,10.50,3.50
,,,ENGL1035,THE COMPOSING PROCESS,A,3.00,12.00,4.00
,,,PHIL1014,ETHICS,B,3.00,9.00,3.00
,,,CMPS4131,SOFTWARE ENGINEERING,C+,3.00,7.50,2.50
,,,CMPS4232,SYSTEMS ADMINISTRATION,A-,3.00,11.25,3.75
,,,ENGL3155,TECHNICAL WRITING,C,3.00,6.00,2.00
,,,CMPS4251,COMPUTER AND NETWORK SECURITY,B,3.00,9.00,3.00
,,,CMPS4992,PROFESSIONAL PRACTICE,B+,12.00,42.00,3.50
,,,MATH3251,CALCULUS III,B,3.00,9.00,3.00
,,,ENGL3155,TECHNICAL WRITING,A-,3.00,11.25,3.75
,,,CMPS4991,SENIOR SEMINAR IN INFORMATION TECHNOLOGY,A-,3.00,11.25,3.75
,,,CMPS3171,NETWORK DESIGN,B+,3.00,10.50,3.50
,,,CMPS3252,ALGORITHMS,B+,3.00,10.50,3.50
,,,CMPS3141,HUMAN COMPUTER INTERFACE,A-,3.00,11.25,3.75
,,,RSCH2014,RESEARCH METHODS,A-,3.00,11.25,3.75
,,,CMPS4232,SYSTEMS ADMINISTRATION,A,3.00,12.00,4.00
,,,CMPS3151,TELECOMMUNICATION,A-,3.00,11.25,3.75
,,,CMPS3162,ADVANCED DATABASES,A,3.00,12.00,4.00
,,,PHIL1014,ETHICS,B+,3.00,10.50,3.50
,,,CMPS3111,PROGRAMMING LANGUAGES,B+,3.00,10.50,3.50
,,,MATH3151,LINEAR ALGEBRA,B+,3.00,10.50,3.50
,,,ENGL1035,THE COMPOSING PROCESS,A,3.00,12.00,4.00
,,,CMPS4131,SOFTWARE ENGINEERING,A-,3.00,11.25,3.75
,,,CMPS4191,ADVANCED WEB TECHNOLOGIES,A,3.00,12.00,4.00
,,,CMPS4251,COMPUTER AND NETWORK SECURITY,B,3.00,9.00,3.00
,,,CMPS4252,DIGITAL LOGIC AND DESIGN,A,3.00,12.00,4.00
,,,CMPS4992,PROFESSIONAL PRACTICE,A,12.00,48.00,4.00
,,,CMPS3141,HUMAN COMPUTER INTERFACE,D+,3.00,4.50,1.50
,,,CMPS3171,NETWORK DESIGN,B,3.00,9.00,3.00
,,,MATH3251,CALCULUS III,C+,3.00,7.50,2.50
,,,SPAN2015,LEVEL 3 INTERMEDIATE SPANISH,D+,3.00,4.50,1.50
,,,CMPS3151,TELECOMMUNICATION,B+,3.00,10.50,3.50
,,,CMPS3141,HUMAN COMPUTER INTERFACE,C+,3.00,7.50,2.50
,,,RSCH2014,RESEARCH METHODS,C,3.00,6.00,2.00
,,,CMPS3111,PROGRAMMING LANGUAGES,B,3.00,9.00,3.00
,,,MATH3151,LINEAR ALGEBRA,B,3.00,9.00,3.00
,,,ENGL3155,TECHNICAL WRITING,D,3.00,3.00,1.00
,,,CMPS3171,NETWORK DESIGN,C,3.00,6.00,2.00
,,,MATH3151,LINEAR ALGEBRA,C,3.00,6.00,2.00
,,,CMPS4131,SOFTWARE ENGINEERING,C,3.00,6.00,2.00
,,,ENGL1035,THE COMPOSING PROCESS,A-,3.00,11.25,3.75
,,,RSCH2014,RESEARCH METHODS,B+,3.00,10.50,3.50
,,,CMPS4991,SENIOR SEMINAR IN INFORMATION TECHNOLOGY,B+,3.00,10.50,3.50
,,,PHYS1015L,GENERAL PHYSICS I LAB,A,1.00,4.00,4.00
,,,ENGL3155,TECHNICAL WRITING,A-,3.00,11.25,3.75
,,,CMPS3111,PROGRAMMING LANGUAGES,C,3.00,6.00,2.00
,,,CMPS3151,TELECOMMUNICATION,B,3.00,9.00,3.00
,,,CMPS4175,ROUTING AND SWITCHING,B+,3.00,10.50,3.50
,,,CMPS4252,DIGITAL LOGIC AND DESIGN,A-,3.00,11.25,3.75
,,,CMPS4992,PROFESSIONAL PRACTICE,A-,12.00,45.00,3.75
,,,CMPS3141,HUMAN COMPUTER INTERFACE,C,3.00,6.00,2.00
,,,MATH3251,CALCULUS III,C,3.00,6.00,2.00
,,,PHIL1014,ETHICS,A-,3.00,11.25,3.75
,,,CMPS3162,ADVANCED DATABASES,C+,3.00,7.50,2.50
,,,CMPS4191,ADVANCED WEB TECHNOLOGIES,C+,3.00,7.50,2.50
,,,MATH3251,CALCULUS III,D+,3.00,4.50,1.50
,,,CMPS3252,ALGORITHMS,C,3.00,6.00,2.00
,,,SPAN1025,LEVEL 2 LOWER-INTERMEDIATE SPANISH,B+,3.00,10.50,3.50
,,,CMPS4251,COMPUTER AND NETWORK SECURITY,B,3.00,9.00,3.00
,,,SPAN2015,LEVEL 3 INTERMEDIATE SPANISH,A-,3.00,11.25,3.75
,,,PSYC1014,INTRODUCTION TO PSYCHOLOGY,C,3.00,6.00,2.00
,,,MATH1201,TRIGONOMETRY,F,3.00,0.00,0.00
